time(UTC),temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
2014-12-31 18:00:00-06:00,12.79,51.54,0.0,0.0,0.0,346.65,4.75,22.0,101047.0
2014-12-31 19:00:00-06:00,10.79,53.48,0.0,0.0,0.0,345.35,4.58,22.0,101073.0
2014-12-31 20:00:00-06:00,8.79,55.42,0.0,0.0,0.0,344.04,4.42,22.0,101099.0
2014-12-31 21:00:00-06:00,6.79,57.36,0.0,0.0,0.0,342.74,4.25,22.0,101070.0
2014-12-31 22:00:00-06:00,4.79,59.3,0.0,0.0,0.0,341.43,4.09,22.0,101040.0
2014-12-31 23:00:00-06:00,2.79,61.25,0.0,0.0,0.0,340.13,3.92,21.0,101011.0
2015-01-01 00:00:00-06:00,0.79,63.19,0.0,0.0,0.0,338.83,3.76,24.0,100932.0
2015-01-01 01:00:00-06:00,-1.2,65.13,0.0,0.0,0.0,337.52,3.6,27.0,100854.0
2015-01-01 02:00:00-06:00,2.47,73.64,0.0,0.0,0.0,343.7,3.17,30.0,100775.0
2015-01-01 03:00:00-06:00,2.48,75.08,0.0,0.0,0.0,344.72,3.12,33.0,100723.0
2015-01-01 04:00:00-06:00,2.49,76.52,0.0,0.0,0.0,345.73,3.06,37.0,100671.0
2015-01-01 05:00:00-06:00,2.49,77.96,0.0,0.0,0.0,346.75,3.01,41.0,100619.0
2015-01-01 06:00:00-06:00,2.55,79.57,0.0,0.0,0.0,345.68,3.0,41.0,100638.0
2015-01-01 07:00:00-06:00,2.6,81.17,0.0,0.0,0.0,344.62,3.0,41.0,100658.0
2015-01-01 08:00:00-06:00,2.65,82.78,9.0,0.0,9.0,343.55,2.99,41.0,100677.0
2015-01-01 09:00:00-06:00,2.91,83.85,25.0,0.0,25.0,344.53,3.08,42.0,100654.0
2015-01-01 10:00:00-06:00,3.17,84.91,60.0,0.0,60.0,345.52,3.16,43.0,100632.0
2015-01-01 11:00:00-06:00,3.44,85.98,74.0,0.0,74.0,346.5,3.24,43.0,100609.0
2015-01-01 12:00:00-06:00,3.87,88.08,115.0,0.0,115.0,347.18,3.34,44.0,100485.0
2015-01-01 13:00:00-06:00,4.29,90.18,130.0,0.0,130.0,347.87,3.43,44.0,100360.0
2015-01-01 14:00:00-06:00,4.72,92.28,74.0,0.0,74.0,348.55,3.53,45.0,100236.0
2015-01-01 15:00:00-06:00,4.87,93.33,108.0,0.0,108.0,349.58,3.57,42.0,100236.0
2015-01-01 16:00:00-06:00,5.01,94.39,73.0,0.0,73.0,350.62,3.61,38.0,100236.0
2015-01-01 17:00:00-06:00,5.16,95.44,34.0,0.0,34.0,351.65,3.66,35.0,100236.0
2015-01-01 18:00:00-06:00,4.91,91.42,0.0,0.0,0.0,343.05,3.76,28.0,100223.0
2015-01-01 19:00:00-06:00,4.66,87.39,0.0,0.0,0.0,334.45,3.86,20.0,100210.0
2015-01-01 20:00:00-06:00,4.41,83.37,0.0,0.0,0.0,325.85,3.96,12.0,100197.0
2015-01-01 21:00:00-06:00,4.51,83.93,0.0,0.0,0.0,332.32,3.98,15.0,100190.0
2015-01-01 22:00:00-06:00,4.61,84.49,0.0,0.0,0.0,338.78,4.0,18.0,100184.0
2015-01-01 23:00:00-06:00,4.7,85.05,0.0,0.0,0.0,345.25,4.01,21.0,100177.0
2015-01-02 00:00:00-06:00,4.75,86.79,0.0,0.0,0.0,347.65,4.02,22.0,100161.0
2015-01-02 01:00:00-06:00,4.81,88.54,0.0,0.0,0.0,350.05,4.03,23.0,100145.0
2015-01-02 02:00:00-06:00,4.86,90.28,0.0,0.0,0.0,352.45,4.04,24.0,100128.0
2015-01-02 03:00:00-06:00,4.83,91.39,0.0,0.0,0.0,352.25,3.82,24.0,100112.0
2015-01-02 04:00:00-06:00,4.81,92.51,0.0,0.0,0.0,352.05,3.6,24.0,100096.0
2015-01-02 05:00:00-06:00,4.78,93.62,0.0,0.0,0.0,351.85,3.38,24.0,100079.0
2015-01-02 06:00:00-06:00,4.68,91.05,0.0,0.0,0.0,350.08,3.45,21.0,100112.0
2015-01-02 07:00:00-06:00,4.57,88.48,0.0,0.0,0.0,348.32,3.52,18.0,100145.0
2015-01-02 08:00:00-06:00,4.47,85.91,19.0,0.0,19.0,346.55,3.59,15.0,100177.0
2015-01-02 09:00:00-06:00,4.78,86.45,48.0,0.0,48.0,348.27,3.57,13.0,100145.0
2015-01-02 10:00:00-06:00,5.09,86.99,100.0,0.0,100.0,349.98,3.55,12.0,100112.0
2015-01-02 11:00:00-06:00,5.4,87.53,138.0,0.0,138.0,351.7,3.53,10.0,100079.0
2015-01-02 12:00:00-06:00,5.89,88.23,158.0,0.0,158.0,353.38,3.36,15.0,99968.0
2015-01-02 13:00:00-06:00,6.37,88.93,151.0,0.0,151.0,355.07,3.19,20.0,99857.0
2015-01-02 14:00:00-06:00,6.86,89.63,126.0,0.0,126.0,356.75,3.02,24.0,99746.0
2015-01-02 15:00:00-06:00,6.81,90.9,148.0,0.0,148.0,357.93,3.27,26.0,99716.0
2015-01-02 16:00:00-06:00,6.75,92.17,62.0,0.0,62.0,359.12,3.53,28.0,99687.0
2015-01-02 17:00:00-06:00,6.7,93.44,48.0,32.38,44.0,360.3,3.78,29.0,99658.0
2015-01-02 18:00:00-06:00,7.02,90.48,0.0,0.0,0.0,363.57,3.67,29.0,99631.0
2015-01-02 19:00:00-06:00,7.34,87.53,0.0,0.0,0.0,366.83,3.57,29.0,99605.0
2015-01-02 20:00:00-06:00,7.66,84.57,0.0,0.0,0.0,370.1,3.46,29.0,99579.0
2015-01-02 21:00:00-06:00,7.61,87.39,0.0,0.0,0.0,370.15,3.72,8.0,99559.0
2015-01-02 22:00:00-06:00,7.56,90.21,0.0,0.0,0.0,370.2,3.99,348.0,99540.0
2015-01-02 23:00:00-06:00,7.5,93.03,0.0,0.0,0.0,370.25,4.25,327.0,99520.0
2015-01-03 00:00:00-06:00,7.67,91.72,0.0,0.0,0.0,370.22,3.5,307.0,99491.0
2015-01-03 01:00:00-06:00,7.83,90.4,0.0,0.0,0.0,370.18,2.75,288.0,99461.0
2015-01-03 02:00:00-06:00,8.0,89.09,0.0,0.0,0.0,370.15,2.0,268.0,99432.0
2015-01-03 03:00:00-06:00,7.82,87.54,0.0,0.0,0.0,368.53,2.03,266.0,99432.0
2015-01-03 04:00:00-06:00,7.64,85.99,0.0,0.0,0.0,366.92,2.06,265.0,99432.0
2015-01-03 05:00:00-06:00,7.46,84.44,0.0,0.0,0.0,365.3,2.08,263.0,99432.0
2015-01-03 06:00:00-06:00,6.43,85.13,0.0,0.0,0.0,345.62,2.66,276.0,99530.0
2015-01-03 07:00:00-06:00,5.39,85.81,0.0,0.0,0.0,325.93,3.23,290.0,99628.0
2015-01-03 08:00:00-06:00,4.36,86.5,21.0,0.0,21.0,306.25,3.81,304.0,99726.0
2015-01-03 09:00:00-06:00,6.71,80.52,80.0,0.0,80.0,303.18,3.72,299.0,99710.0
2015-01-03 10:00:00-06:00,9.06,74.53,203.0,58.87,178.0,300.12,3.63,294.0,99693.0
2015-01-03 11:00:00-06:00,11.41,68.55,435.0,431.79,205.0,297.05,3.54,290.0,99677.0
2015-01-03 12:00:00-06:00,13.04,59.2,635.0,928.85,86.0,296.28,3.19,283.0,99589.0
2015-01-03 13:00:00-06:00,14.67,49.85,644.0,936.5,86.0,295.52,2.83,277.0,99501.0
2015-01-03 14:00:00-06:00,16.3,40.5,586.0,920.09,83.0,294.75,2.47,271.0,99412.0
2015-01-03 15:00:00-06:00,14.79,42.43,467.0,874.82,76.0,290.32,2.41,264.0,99458.0
2015-01-03 16:00:00-06:00,13.29,44.37,296.0,767.89,63.0,285.88,2.36,258.0,99504.0
2015-01-03 17:00:00-06:00,11.78,46.3,102.0,508.33,38.0,281.45,2.3,251.0,99550.0
2015-01-03 18:00:00-06:00,10.65,53.59,0.0,0.0,0.0,277.78,2.32,246.0,99618.0
2015-01-03 19:00:00-06:00,9.52,60.87,0.0,0.0,0.0,274.12,2.33,242.0,99687.0
2015-01-03 20:00:00-06:00,8.38,68.16,0.0,0.0,0.0,270.45,2.34,237.0,99756.0
2015-01-03 21:00:00-06:00,8.23,66.55,0.0,0.0,0.0,269.87,2.4,254.0,99831.0
2015-01-03 22:00:00-06:00,8.08,64.94,0.0,0.0,0.0,269.28,2.46,272.0,99906.0
2015-01-03 23:00:00-06:00,7.92,63.33,0.0,0.0,0.0,268.7,2.52,290.0,99981.0
2015-01-04 00:00:00-06:00,7.99,60.84,0.0,0.0,0.0,268.7,2.97,305.0,100109.0
2015-01-04 01:00:00-06:00,8.05,58.36,0.0,0.0,0.0,268.7,3.43,321.0,100236.0
2015-01-04 02:00:00-06:00,8.12,55.87,0.0,0.0,0.0,268.7,3.88,336.0,100364.0
2015-01-04 03:00:00-06:00,7.31,56.67,0.0,0.0,0.0,267.98,4.03,341.0,100498.0
2015-01-04 04:00:00-06:00,6.51,57.47,0.0,0.0,0.0,267.27,4.18,346.0,100632.0
2015-01-04 05:00:00-06:00,5.7,58.27,0.0,0.0,0.0,266.55,4.33,350.0,100766.0
2015-01-04 06:00:00-06:00,5.26,60.48,0.0,0.0,0.0,263.75,4.97,352.0,100896.0
2015-01-04 07:00:00-06:00,4.82,62.69,0.0,0.0,0.0,260.95,5.62,354.0,101027.0
2015-01-04 08:00:00-06:00,4.38,64.9,66.0,392.67,30.0,258.15,6.26,356.0,101158.0
2015-01-04 09:00:00-06:00,5.07,59.49,257.0,718.16,60.0,258.3,6.8,357.0,101220.0
2015-01-04 10:00:00-06:00,5.76,54.09,437.0,851.81,75.0,258.45,7.33,357.0,101282.0
2015-01-04 11:00:00-06:00,6.46,48.68,573.0,918.62,83.0,258.6,7.86,358.0,101344.0
2015-01-04 12:00:00-06:00,6.93,46.12,649.0,947.28,88.0,259.25,7.74,360.0,101328.0
2015-01-04 13:00:00-06:00,7.39,43.55,657.0,952.46,88.0,259.9,7.62,1.0,101311.0
2015-01-04 14:00:00-06:00,7.86,40.99,597.0,933.29,85.0,260.55,7.5,2.0,101295.0
2015-01-04 15:00:00-06:00,6.85,42.08,399.0,632.32,115.0,259.25,6.23,3.0,101364.0
2015-01-04 16:00:00-06:00,5.85,43.18,283.0,758.67,51.0,257.95,4.97,5.0,101432.0
2015-01-04 17:00:00-06:00,4.84,44.27,66.0,132.45,49.0,256.65,3.7,6.0,101501.0
2015-01-04 18:00:00-06:00,4.4,47.06,0.0,0.0,0.0,256.7,3.57,10.0,101576.0
2015-01-04 19:00:00-06:00,3.97,49.86,0.0,0.0,0.0,256.75,3.45,13.0,101651.0
2015-01-04 20:00:00-06:00,3.53,52.65,0.0,0.0,0.0,256.8,3.32,17.0,101727.0
2015-01-04 21:00:00-06:00,2.76,53.88,0.0,0.0,0.0,253.57,3.63,17.0,101782.0
2015-01-04 22:00:00-06:00,1.98,55.1,0.0,0.0,0.0,250.33,3.94,17.0,101838.0
2015-01-04 23:00:00-06:00,1.2,56.33,0.0,0.0,0.0,247.1,4.25,17.0,101893.0
2015-01-05 00:00:00-06:00,0.63,57.64,0.0,0.0,0.0,243.75,3.78,16.0,101913.0
2015-01-05 01:00:00-06:00,0.06,58.96,0.0,0.0,0.0,240.4,3.32,16.0,101933.0
2015-01-05 02:00:00-06:00,-0.51,60.27,0.0,0.0,0.0,237.05,2.86,15.0,101952.0
2015-01-05 03:00:00-06:00,-0.98,61.59,0.0,0.0,0.0,235.27,2.78,13.0,101936.0
2015-01-05 04:00:00-06:00,-1.45,62.91,0.0,0.0,0.0,233.48,2.7,10.0,101919.0
2015-01-05 05:00:00-06:00,-1.93,64.23,0.0,0.0,0.0,231.7,2.62,8.0,101903.0
2015-01-05 06:00:00-06:00,-1.19,64.47,0.0,0.0,0.0,232.68,2.9,12.0,101933.0
2015-01-05 07:00:00-06:00,-0.46,64.72,0.0,0.0,0.0,233.67,3.17,16.0,101962.0
2015-01-05 08:00:00-06:00,0.27,64.96,69.0,415.81,31.0,234.65,3.45,20.0,101991.0
2015-01-05 09:00:00-06:00,2.31,59.69,196.0,390.01,89.0,237.75,2.98,22.0,101933.0
2015-01-05 10:00:00-06:00,4.36,54.41,449.0,876.81,76.0,240.85,2.51,24.0,101874.0
2015-01-05 11:00:00-06:00,6.41,49.14,587.0,941.49,84.0,243.95,2.04,26.0,101815.0
2015-01-05 12:00:00-06:00,7.71,46.9,663.0,967.16,89.0,247.07,1.6,35.0,101658.0
2015-01-05 13:00:00-06:00,9.0,44.66,671.0,971.51,89.0,250.18,1.15,44.0,101501.0
2015-01-05 14:00:00-06:00,10.3,42.42,609.0,949.86,86.0,253.3,0.7,52.0,101344.0
2015-01-05 15:00:00-06:00,8.8,48.7,484.0,899.4,78.0,253.42,1.24,81.0,101308.0
2015-01-05 16:00:00-06:00,7.31,54.98,307.0,785.1,65.0,253.53,1.77,109.0,101272.0
2015-01-05 17:00:00-06:00,5.81,61.26,108.0,527.3,39.0,253.65,2.3,137.0,101236.0
2015-01-05 18:00:00-06:00,5.53,61.97,0.0,0.0,0.0,257.1,2.48,153.0,101226.0
2015-01-05 19:00:00-06:00,5.26,62.67,0.0,0.0,0.0,260.55,2.66,168.0,101217.0
2015-01-05 20:00:00-06:00,4.98,63.38,0.0,0.0,0.0,264.0,2.84,184.0,101207.0
2015-01-05 21:00:00-06:00,4.84,63.24,0.0,0.0,0.0,265.67,2.91,192.0,101194.0
2015-01-05 22:00:00-06:00,4.69,63.11,0.0,0.0,0.0,267.33,2.99,200.0,101181.0
2015-01-05 23:00:00-06:00,4.54,62.97,0.0,0.0,0.0,269.0,3.06,207.0,101168.0
2015-01-06 00:00:00-06:00,4.49,62.52,0.0,0.0,0.0,270.78,3.16,213.0,101128.0
2015-01-06 01:00:00-06:00,4.44,62.06,0.0,0.0,0.0,272.57,3.26,219.0,101089.0
2015-01-06 02:00:00-06:00,4.39,61.61,0.0,0.0,0.0,274.35,3.37,224.0,101050.0
2015-01-06 03:00:00-06:00,4.32,61.8,0.0,0.0,0.0,276.03,3.11,231.0,101034.0
2015-01-06 04:00:00-06:00,4.26,62.0,0.0,0.0,0.0,277.72,2.85,237.0,101017.0
2015-01-06 05:00:00-06:00,4.19,62.19,0.0,0.0,0.0,279.4,2.59,244.0,101001.0
2015-01-06 06:00:00-06:00,5.15,60.21,0.0,0.0,0.0,280.43,2.51,246.0,101037.0
2015-01-06 07:00:00-06:00,6.11,58.22,0.0,0.0,0.0,281.47,2.43,248.0,101073.0
2015-01-06 08:00:00-06:00,7.07,56.24,63.0,372.86,29.0,282.5,2.34,250.0,101109.0
2015-01-06 09:00:00-06:00,9.47,53.38,250.0,695.84,59.0,285.78,1.82,245.0,101070.0
2015-01-06 10:00:00-06:00,11.88,50.51,425.0,824.07,74.0,289.07,1.29,239.0,101030.0
2015-01-06 11:00:00-06:00,14.29,47.65,556.0,885.64,82.0,292.35,0.76,233.0,100991.0
2015-01-06 12:00:00-06:00,15.29,46.88,628.0,911.14,86.0,295.93,0.64,226.0,100893.0
2015-01-06 13:00:00-06:00,16.29,46.12,635.0,912.07,87.0,299.52,0.52,220.0,100795.0
2015-01-06 14:00:00-06:00,17.29,45.35,576.0,891.98,83.0,303.1,0.4,213.0,100697.0
2015-01-06 15:00:00-06:00,15.63,52.09,456.0,837.44,76.0,303.28,1.04,185.0,100697.0
2015-01-06 16:00:00-06:00,13.97,58.83,289.0,727.26,63.0,303.47,1.69,156.0,100697.0
2015-01-06 17:00:00-06:00,12.31,65.57,102.0,479.68,38.0,303.65,2.33,127.0,100697.0
2015-01-06 18:00:00-06:00,11.68,68.97,0.0,0.0,0.0,307.33,2.28,145.0,100700.0
2015-01-06 19:00:00-06:00,11.05,72.36,0.0,0.0,0.0,311.02,2.22,163.0,100704.0
2015-01-06 20:00:00-06:00,10.42,75.76,0.0,0.0,0.0,314.7,2.17,180.0,100707.0
2015-01-06 21:00:00-06:00,10.05,77.7,0.0,0.0,0.0,315.4,2.33,188.0,100713.0
2015-01-06 22:00:00-06:00,9.68,79.65,0.0,0.0,0.0,316.1,2.49,197.0,100720.0
2015-01-06 23:00:00-06:00,9.3,81.59,0.0,0.0,0.0,316.8,2.65,205.0,100726.0
2015-01-07 00:00:00-06:00,8.64,83.36,0.0,0.0,0.0,317.2,2.29,232.0,100746.0
2015-01-07 01:00:00-06:00,7.99,85.14,0.0,0.0,0.0,317.6,1.94,258.0,100766.0
2015-01-07 02:00:00-06:00,7.33,86.91,0.0,0.0,0.0,318.0,1.59,285.0,100785.0
2015-01-07 03:00:00-06:00,7.08,87.31,0.0,0.0,0.0,316.7,2.25,305.0,100828.0
2015-01-07 04:00:00-06:00,6.84,87.72,0.0,0.0,0.0,315.4,2.91,326.0,100870.0
2015-01-07 05:00:00-06:00,6.59,88.12,0.0,0.0,0.0,314.1,3.57,346.0,100913.0
2015-01-07 06:00:00-06:00,7.1,83.8,0.0,0.0,0.0,314.3,4.41,352.0,101030.0
2015-01-07 07:00:00-06:00,7.6,79.48,0.0,0.0,0.0,314.5,5.26,357.0,101148.0
2015-01-07 08:00:00-06:00,8.11,75.16,13.0,0.0,13.0,314.7,6.1,2.0,101266.0
2015-01-07 09:00:00-06:00,8.78,68.0,72.0,0.0,72.0,315.38,6.99,4.0,101328.0
2015-01-07 10:00:00-06:00,9.45,60.84,190.0,42.2,172.0,316.07,7.89,6.0,101390.0
2015-01-07 11:00:00-06:00,10.12,53.68,309.0,117.48,246.0,316.75,8.79,8.0,101452.0
2015-01-07 12:00:00-06:00,9.7,49.99,357.0,125.77,282.0,315.6,9.34,9.0,101485.0
2015-01-07 13:00:00-06:00,9.29,46.29,564.0,667.01,162.0,314.45,9.9,11.0,101517.0
2015-01-07 14:00:00-06:00,8.87,42.6,582.0,897.48,84.0,313.3,10.46,12.0,101550.0
2015-01-07 15:00:00-06:00,7.37,42.14,464.0,848.31,77.0,308.0,9.83,13.0,101664.0
2015-01-07 16:00:00-06:00,5.87,41.68,298.0,746.79,64.0,302.7,9.2,14.0,101779.0
2015-01-07 17:00:00-06:00,4.37,41.22,107.0,499.82,39.0,297.4,8.57,15.0,101893.0
2015-01-07 18:00:00-06:00,3.65,40.98,0.0,0.0,0.0,303.38,8.36,16.0,101959.0
2015-01-07 19:00:00-06:00,2.93,40.74,0.0,0.0,0.0,309.37,8.15,16.0,102024.0
2015-01-07 20:00:00-06:00,2.21,40.5,0.0,0.0,0.0,315.35,7.94,16.0,102089.0
2015-01-07 21:00:00-06:00,1.52,39.97,0.0,0.0,0.0,311.32,7.49,16.0,102099.0
2015-01-07 22:00:00-06:00,0.83,39.45,0.0,0.0,0.0,307.28,7.03,16.0,102109.0
2015-01-07 23:00:00-06:00,0.13,38.92,0.0,0.0,0.0,303.25,6.58,16.0,102119.0
2015-01-08 00:00:00-06:00,-0.31,37.87,0.0,0.0,0.0,302.18,6.06,15.0,102116.0
2015-01-08 01:00:00-06:00,-0.75,36.81,0.0,0.0,0.0,301.12,5.54,13.0,102112.0
2015-01-08 02:00:00-06:00,-1.19,35.76,0.0,0.0,0.0,300.05,5.02,12.0,102109.0
2015-01-08 03:00:00-06:00,-1.59,35.38,0.0,0.0,0.0,297.22,4.46,10.0,102057.0
2015-01-08 04:00:00-06:00,-1.98,35.0,0.0,0.0,0.0,294.38,3.9,9.0,102004.0
2015-01-08 05:00:00-06:00,-2.38,34.62,0.0,0.0,0.0,291.55,3.34,8.0,101952.0
2015-01-08 06:00:00-06:00,-2.39,35.21,0.0,0.0,0.0,292.95,2.98,12.0,101926.0
2015-01-08 07:00:00-06:00,-2.41,35.79,0.0,0.0,0.0,294.35,2.63,17.0,101900.0
2015-01-08 08:00:00-06:00,-2.43,36.38,63.0,373.37,29.0,295.75,2.28,22.0,101874.0
2015-01-08 09:00:00-06:00,-1.04,36.6,100.0,3.64,99.0,297.85,1.95,54.0,101756.0
2015-01-08 10:00:00-06:00,0.35,36.83,138.0,0.0,138.0,299.95,1.62,86.0,101638.0
2015-01-08 11:00:00-06:00,1.74,37.05,173.0,3.72,171.0,302.05,1.3,118.0,101521.0
2015-01-08 12:00:00-06:00,2.78,38.25,181.0,1.67,180.0,297.03,1.92,145.0,101338.0
2015-01-08 13:00:00-06:00,3.83,39.46,316.0,69.46,274.0,292.02,2.54,171.0,101155.0
2015-01-08 14:00:00-06:00,4.87,40.66,306.0,91.54,255.0,287.0,3.16,197.0,100972.0
2015-01-08 15:00:00-06:00,4.43,46.97,167.0,8.72,163.0,290.65,3.14,195.0,100923.0
2015-01-08 16:00:00-06:00,4.0,53.28,158.0,85.45,131.0,294.3,3.11,193.0,100873.0
2015-01-08 17:00:00-06:00,3.56,59.59,90.0,317.16,46.0,297.95,3.09,192.0,100824.0
2015-01-08 18:00:00-06:00,3.47,56.29,0.0,0.0,0.0,297.87,3.17,191.0,100792.0
2015-01-08 19:00:00-06:00,3.38,52.99,0.0,0.0,0.0,297.78,3.26,190.0,100759.0
2015-01-08 20:00:00-06:00,3.29,49.69,0.0,0.0,0.0,297.7,3.34,189.0,100726.0
2015-01-08 21:00:00-06:00,3.31,49.85,0.0,0.0,0.0,298.02,2.89,196.0,100736.0
2015-01-08 22:00:00-06:00,3.33,50.0,0.0,0.0,0.0,298.33,2.45,202.0,100746.0
2015-01-08 23:00:00-06:00,3.35,50.16,0.0,0.0,0.0,298.65,2.0,209.0,100756.0
2015-01-09 00:00:00-06:00,3.51,52.64,0.0,0.0,0.0,302.15,1.71,225.0,100792.0
2015-01-09 01:00:00-06:00,3.68,55.13,0.0,0.0,0.0,305.65,1.42,241.0,100828.0
2015-01-09 02:00:00-06:00,3.84,57.61,0.0,0.0,0.0,309.15,1.13,257.0,100864.0
2015-01-09 03:00:00-06:00,3.88,55.62,0.0,0.0,0.0,319.08,1.71,302.0,100880.0
2015-01-09 04:00:00-06:00,3.92,53.64,0.0,0.0,0.0,329.02,2.28,346.0,100896.0
2015-01-09 05:00:00-06:00,3.95,51.65,0.0,0.0,0.0,338.95,2.86,31.0,100913.0
2015-01-09 06:00:00-06:00,3.85,58.88,0.0,0.0,0.0,338.93,3.53,29.0,100998.0
2015-01-09 07:00:00-06:00,3.75,66.1,0.0,0.0,0.0,338.92,4.2,27.0,101083.0
2015-01-09 08:00:00-06:00,3.65,73.33,2.0,0.0,2.0,338.9,4.87,24.0,101168.0
2015-01-09 09:00:00-06:00,3.78,73.42,14.0,0.0,14.0,336.63,5.26,26.0,101197.0
2015-01-09 10:00:00-06:00,3.91,73.51,31.0,0.0,31.0,334.37,5.66,27.0,101226.0
2015-01-09 11:00:00-06:00,4.05,73.6,121.0,0.0,121.0,332.1,6.06,28.0,101256.0
2015-01-09 12:00:00-06:00,3.88,71.76,257.0,28.35,240.0,332.07,5.97,26.0,101213.0
2015-01-09 13:00:00-06:00,3.7,69.93,105.0,0.0,105.0,332.03,5.88,24.0,101171.0
2015-01-09 14:00:00-06:00,3.53,68.09,198.0,8.94,193.0,332.0,5.79,22.0,101128.0
2015-01-09 15:00:00-06:00,3.12,66.34,104.0,0.0,104.0,331.68,5.6,22.0,101200.0
2015-01-09 16:00:00-06:00,2.7,64.58,10.0,0.0,10.0,331.37,5.41,21.0,101272.0
2015-01-09 17:00:00-06:00,2.29,62.83,108.0,480.67,40.0,331.05,5.21,20.0,101344.0
2015-01-09 18:00:00-06:00,2.14,62.66,0.0,0.0,0.0,331.37,5.04,23.0,101367.0
2015-01-09 19:00:00-06:00,1.99,62.5,0.0,0.0,0.0,331.68,4.87,25.0,101390.0
2015-01-09 20:00:00-06:00,1.84,62.33,0.0,0.0,0.0,332.0,4.7,27.0,101413.0
2015-01-09 21:00:00-06:00,1.84,60.49,0.0,0.0,0.0,331.65,4.43,28.0,101410.0
2015-01-09 22:00:00-06:00,1.84,58.65,0.0,0.0,0.0,331.3,4.15,28.0,101406.0
2015-01-09 23:00:00-06:00,1.84,56.81,0.0,0.0,0.0,330.95,3.88,29.0,101403.0
2015-01-10 00:00:00-06:00,1.8,56.64,0.0,0.0,0.0,330.35,3.82,31.0,101383.0
2015-01-10 01:00:00-06:00,1.76,56.48,0.0,0.0,0.0,329.75,3.77,33.0,101364.0
2015-01-10 02:00:00-06:00,1.72,56.31,0.0,0.0,0.0,329.15,3.71,35.0,101344.0
2015-01-10 03:00:00-06:00,1.66,55.74,0.0,0.0,0.0,328.92,3.62,37.0,101321.0
2015-01-10 04:00:00-06:00,1.61,55.16,0.0,0.0,0.0,328.68,3.53,39.0,101298.0
2015-01-10 05:00:00-06:00,1.55,54.59,0.0,0.0,0.0,328.45,3.43,41.0,101276.0
2015-01-10 06:00:00-06:00,1.52,55.98,0.0,0.0,0.0,328.1,3.35,41.0,101289.0
2015-01-10 07:00:00-06:00,1.48,57.37,0.0,0.0,0.0,327.75,3.27,41.0,101302.0
2015-01-10 08:00:00-06:00,1.44,58.76,10.0,0.0,10.0,327.4,3.19,41.0,101315.0
2015-01-10 09:00:00-06:00,1.24,64.75,59.0,0.0,59.0,326.97,3.12,42.0,101308.0
2015-01-10 10:00:00-06:00,1.04,70.73,159.0,9.32,155.0,326.53,3.05,42.0,101302.0
2015-01-10 11:00:00-06:00,0.84,76.72,28.0,0.0,28.0,326.1,2.98,43.0,101295.0
2015-01-10 12:00:00-06:00,0.78,80.76,127.0,0.0,127.0,326.02,2.85,44.0,101187.0
2015-01-10 13:00:00-06:00,0.71,84.79,157.0,0.0,157.0,325.93,2.71,44.0,101079.0
2015-01-10 14:00:00-06:00,0.65,88.83,87.0,0.0,87.0,325.85,2.58,45.0,100972.0
2015-01-10 15:00:00-06:00,0.72,90.45,37.0,0.0,37.0,326.22,2.7,49.0,100965.0
2015-01-10 16:00:00-06:00,0.8,92.07,42.0,0.0,42.0,326.58,2.83,53.0,100958.0
2015-01-10 17:00:00-06:00,0.87,93.69,110.0,485.23,40.0,326.95,2.95,57.0,100952.0
2015-01-10 18:00:00-06:00,1.02,93.79,0.0,0.0,0.0,326.43,2.74,54.0,100923.0
2015-01-10 19:00:00-06:00,1.18,93.88,0.0,0.0,0.0,325.92,2.54,51.0,100893.0
2015-01-10 20:00:00-06:00,1.33,93.98,0.0,0.0,0.0,325.4,2.33,48.0,100864.0
2015-01-10 21:00:00-06:00,1.46,94.61,0.0,0.0,0.0,325.65,2.13,37.0,100844.0
2015-01-10 22:00:00-06:00,1.59,95.24,0.0,0.0,0.0,325.9,1.93,26.0,100824.0
2015-01-10 23:00:00-06:00,1.72,95.87,0.0,0.0,0.0,326.15,1.72,15.0,100805.0
2015-01-11 00:00:00-06:00,1.97,96.28,0.0,0.0,0.0,328.12,1.87,22.0,100759.0
2015-01-11 01:00:00-06:00,2.21,96.68,0.0,0.0,0.0,330.08,2.02,29.0,100713.0
2015-01-11 02:00:00-06:00,2.46,97.09,0.0,0.0,0.0,332.05,2.17,35.0,100668.0
2015-01-11 03:00:00-06:00,2.7,97.19,0.0,0.0,0.0,334.93,2.2,33.0,100615.0
2015-01-11 04:00:00-06:00,2.94,97.28,0.0,0.0,0.0,337.82,2.23,31.0,100563.0
2015-01-11 05:00:00-06:00,3.18,97.38,0.0,0.0,0.0,340.7,2.26,29.0,100511.0
2015-01-11 06:00:00-06:00,3.56,97.24,0.0,0.0,0.0,341.37,2.22,27.0,100498.0
2015-01-11 07:00:00-06:00,3.93,97.11,0.0,0.0,0.0,342.03,2.18,26.0,100485.0
2015-01-11 08:00:00-06:00,4.31,96.97,60.0,338.53,29.0,342.7,2.14,25.0,100471.0
2015-01-11 09:00:00-06:00,5.49,95.93,242.0,661.49,59.0,344.03,1.6,347.0,100445.0
2015-01-11 10:00:00-06:00,6.67,94.89,125.0,0.0,125.0,345.37,1.06,309.0,100419.0
2015-01-11 11:00:00-06:00,7.85,93.85,184.0,5.54,181.0,346.7,0.52,271.0,100393.0
